,NOC,Year,Num_Athletes
2064,Ireland-2,1908,12
2065,Ireland-2,1924,2
2066,Ireland-3,1908,4
2067,Ireland-3,1912,6
2068,Irene,1920,5
2069,Israel,1952,31
2070,Israel,1956,3
2071,Israel,1960,46
2072,Israel,1964,13
2073,Israel,1968,39
2074,Israel,1972,17
2075,Israel,1976,34
2076,Israel,1984,65
2077,Israel,1988,29
2078,Israel,1992,44
2079,Israel,1996,38
2080,Israel,2000,58
2081,Israel,2004,46
2082,Israel,2008,60
2083,Israel,2012,56
2084,Israel,2016,59
2085,Israel,2020,128
2086,Israel,2024,138
2087,Italia,1936,6
2088,Italy,1896,1
2089,Italy,1900,36
2090,Italy,1904,1
2091,Italy,1906,47
2092,Italy,1908,97
2093,Italy,1912,96
2094,Italy,1920,291
2095,Italy,1924,330
2096,Italy,1928,262
2097,Italy,1932,154
2098,Italy,1936,335
2099,Italy,1948,296
2100,Italy,1952,363
2101,Italy,1956,196
2102,Italy,1960,392
2103,Italy,1964,246
2104,Italy,1968,268
2105,Italy,1972,345
2106,Italy,1976,312
2107,Italy,1980,203
2108,Italy,1984,368
2109,Italy,1988,374
2110,Italy,1992,431
2111,Italy,1996,460
2112,Italy,2000,453
2113,Italy,2004,470
2114,Italy,2008,455
2115,Italy,2012,374
2116,Italy,2016,395
2117,Italy,2020,524
2118,Italy,2024,610
2119,Italy-1,2000,2
2120,Italy-1,2004,2
2121,Italy-1,2008,2
2122,Italy-1,2012,4
2123,Italy-1,2016,2
2124,Italy-2,2000,2
2125,Italy-2,2004,2
2126,Italy-2,2008,2
2127,Italy-2,2012,4
2128,Italy-2,2016,2
2129,Ivory Coast,2020,32
2130,Jamaica,1948,26
2131,Jamaica,1952,16
2132,Jamaica,1956,13
2133,Jamaica,1964,29
2134,Jamaica,1968,35
2135,Jamaica,1972,51
2136,Jamaica,1976,36
2137,Jamaica,1980,32
2138,Jamaica,1984,75
2139,Jamaica,1988,49
2140,Jamaica,1992,51
2141,Jamaica,1996,69
2142,Jamaica,2000,65
2143,Jamaica,2004,62
2144,Jamaica,2008,66
2145,Jamaica,2012,62
2146,Jamaica,2016,77
2147,Jamaica,2020,87
2148,Jamaica,2024,81
2149,Japan,1912,4
2150,Japan,1920,26
2151,Japan,1924,33
2152,Japan,1928,56
2153,Japan,1932,203
2154,Japan,1936,322
2155,Japan,1952,133
2156,Japan,1956,222
2157,Japan,1960,273
2158,Japan,1964,446
2159,Japan,1968,289
2160,Japan,1972,293
2161,Japan,1976,328
2162,Japan,1984,365
2163,Japan,1988,408
2164,Japan,1992,374
2165,Japan,1996,432
2166,Japan,2000,347
2167,Japan,2004,402
2168,Japan,2008,446
2169,Japan,2012,395
2170,Japan,2016,436
2171,Japan,2020,787
2172,Japan,2024,598
2173,Japan-1,1924,2
2174,Japan-1,1988,2
2175,Japan-1,1992,8
2176,Japan-1,1996,8
2177,Japan-1,2000,8
2178,Japan-1,2004,6
2179,Japan-1,2008,4
2180,Japan-1,2012,2
2181,Japan-2,1924,2
2182,Japan-2,1988,2
2183,Japan-2,1992,8
2184,Japan-2,1996,8
2185,Japan-2,2000,8
2186,Japan-2,2004,6
2187,Japan-2,2008,4
2188,Japan-2,2012,2
2189,Japan-3,1992,2
2190,Jeanette-25,1900,1
2191,Jeannette-18,1900,1
2192,Jest,1956,2
2193,Jet,1952,3
2194,Jill,1952,3
2195,Jo,1920,3
2196,Johan,1948,5
2197,John B,1960,3
2198,John B,1964,3
2199,Jordan,1980,6
2200,Jordan,1984,15
2201,Jordan,1988,9
2202,Jordan,1992,5
2203,Jordan,1996,5
2204,Jordan,2000,8
2205,Jordan,2004,8
2206,Jordan,2008,7
2207,Jordan,2012,9
2208,Jordan,2016,8
2209,Jordan,2020,15
2210,Jordan,2024,13
2211,Joy,1932,2
2212,Joy,1948,3
2213,June Climene,1960,3
2214,Jupiter,1932,2
2215,K Division Metropolitan Police Team-3,1908,8
2216,K.S.S.S. 1912-2,1912,6
2217,KNS,1936,2
2218,Kalayaan,1964,3
2219,Kannibaltje,1956,2
2220,Kathleen,1956,2
2221,Kazakhstan,1996,142
2222,Kazakhstan,2000,158
2223,Kazakhstan,2004,130
2224,Kazakhstan,2008,146
2225,Kazakhstan,2012,132
2226,Kazakhstan,2016,123
2227,Kazakhstan,2020,116
2228,Kazakhstan,2024,123
2229,Kemphaan,1928,5
2230,Kenya,1956,31
2231,Kenya,1960,30
2232,Kenya,1964,41
2233,Kenya,1968,50
2234,Kenya,1972,69
2235,Kenya,1984,67
2236,Kenya,1988,88
2237,Kenya,1992,55
2238,Kenya,1996,54
2239,Kenya,2000,59
2240,Kenya,2004,46
2241,Kenya,2008,47
2242,Kenya,2012,51
2243,Kenya,2016,80
2244,Kenya,2020,89
2245,Kenya,2024,77
2246,Kerstin-1,1912,3
2247,Kiel,1936,1
2248,Kingfisher,1956,2
2249,Kiribati,2004,3
2250,Kiribati,2008,2
2251,Kiribati,2012,3
2252,Kiribati,2016,3
2253,Kiribati,2020,3
2254,Kiribati,2024,3
2255,Kitty-1,1912,8
2256,Kln,1936,1
2257,Knigsberg,1936,1
2258,Kon-Tiki,1956,2
2259,Konstanz,1936,1
2260,Korea,2024,248
2261,Korshun,1952,3
2262,Kosovo,2016,8
2263,Kosovo,2020,11
2264,Kosovo,2024,9
2265,Kristiania Roklub,1912,9
2266,Kristiania Roklub-1,1912,10
2267,Kuling,1964,3
2268,Kullan,1920,3
2269,Kurush II,1948,2
2270,Kurush IV,1952,2
2271,Kurush IV,1956,2
2272,Kuwait,1968,2
2273,Kuwait,1972,4
2274,Kuwait,1976,21
2275,Kuwait,1980,67
2276,Kuwait,1984,31
2277,Kuwait,1988,34
2278,Kuwait,1992,37
2279,Kuwait,1996,27
2280,Kuwait,2000,30
2281,Kuwait,2004,11
2282,Kuwait,2008,8
2283,Kuwait,2012,12
2284,Kuwait,2020,10
2285,Kuwait,2024,9
2286,Kyrgyzstan,1996,53
2287,Kyrgyzstan,2000,71
2288,Kyrgyzstan,2004,32
2289,Kyrgyzstan,2008,22
2290,Kyrgyzstan,2012,15
2291,Kyrgyzstan,2016,19
2292,Kyrgyzstan,2020,17
2293,Kyrgyzstan,2024,17
2294,L'Aile VI,1928,6
2295,"La Salle Turnverein, Chicago",1904,6
2296,LaBandera,1948,5
2297,Lady C,1964,2
2298,Lalage,1936,5
2299,Lalage,1948,5
2300,Lancet,2008,1
2301,Lao PDR,2024,4
2302,Laos,1980,19
2303,Laos,1988,3
2304,Laos,1992,7
2305,Laos,1996,5
2306,Laos,2000,3
2307,Laos,2004,5
2308,Laos,2008,4
2309,Laos,2012,3
2310,Laos,2016,5
2311,Laos,2020,4
2312,"Large boat, Central Naval Prep School ""Poros""-1",1906,17
2313,Lasha,1960,3
2314,Latvia,1924,47
2315,Latvia,1928,24
2316,Latvia,1932,13
2317,Latvia,1936,33
2318,Latvia,1992,40
2319,Latvia,1996,55
2320,Latvia,2000,60
2321,Latvia,2004,45
2322,Latvia,2008,53
2323,Latvia,2012,46
2324,Latvia,2016,33
2325,Latvia,2020,38
2326,Latvia,2024,32
2327,Latvia-1,2012,2
2328,Latvia-2,2012,2
2329,Laurea-1,1900,1
2330,Lbeck,1936,1
2331,Leander Club #1-1,1908,2
2332,Leander Club #2-2,1908,2
2333,Leander Club-1,1908,9
2334,Leander Club-1,1912,9
2335,Leander Club-2,1908,4
2336,Lebanon,1948,9
2337,Lebanon,1952,9
2338,Lebanon,1960,20
2339,Lebanon,1964,8
2340,Lebanon,1968,15
2341,Lebanon,1972,36
2342,Lebanon,1976,4
2343,Lebanon,1980,19
2344,Lebanon,1984,30
2345,Lebanon,1988,31
2346,Lebanon,1992,18
2347,Lebanon,1996,1
2348,Lebanon,2000,6
2349,Lebanon,2004,5
2350,Lebanon,2008,6
2351,Lebanon,2012,10
2352,Lebanon,2016,9
2353,Lebanon,2020,6
2354,Lebanon,2024,11
2355,Legionario,1948,2
2356,Leipzig,1936,1
2357,"Lemzos Thorichton ""Psara""-3",1906,17
2358,"Lemzos Thorichton ""Spetsai""-4",1906,17
2359,Lerina,1900,9
2360,Lesotho,1972,2
2361,Lesotho,1980,7
2362,Lesotho,1984,5
2363,Lesotho,1988,6
2364,Lesotho,1992,8
2365,Lesotho,1996,11
2366,Lesotho,2000,6
2367,Lesotho,2004,3
2368,Lesotho,2008,5
2369,Lesotho,2012,4
2370,Lesotho,2016,9
2371,Lesotho,2020,2
2372,Lesotho,2024,3
2373,Lett,1960,3
2374,Libellule de Paris,1900,7
2375,Libellule de Paris-3,1900,5
2376,Liberia,1956,11
2377,Liberia,1960,6
2378,Liberia,1964,2
2379,Liberia,1972,5
2380,Liberia,1984,10
2381,Liberia,1988,11
2382,Liberia,1996,7
2383,Liberia,2000,10
2384,Liberia,2004,2
2385,Liberia,2008,4
2386,Liberia,2012,3
2387,Liberia,2016,3
2388,Liberia,2020,4
2389,Liberia,2024,10
2390,Libya,1968,1
2391,Libya,1980,38
2392,Libya,1988,7
2393,Libya,1992,5
2394,Libya,1996,5
2395,Libya,2000,3
2396,Libya,2004,8
2397,Libya,2008,6
2398,Libya,2012,4
2399,Libya,2016,7
2400,Libya,2020,4
2401,Libya,2024,6
2402,Liechtenstein,1936,8
2403,Liechtenstein,1948,2
2404,Liechtenstein,1952,2
2405,Liechtenstein,1960,8
2406,Liechtenstein,1964,3
2407,Liechtenstein,1968,3
2408,Liechtenstein,1972,12
2409,Liechtenstein,1976,9
2410,Liechtenstein,1984,8
2411,Liechtenstein,1988,16
2412,Liechtenstein,1992,8
2413,Liechtenstein,1996,2
2414,Liechtenstein,2000,2
2415,Liechtenstein,2004,1
2416,Liechtenstein,2008,2
2417,Liechtenstein,2012,4
2418,Liechtenstein,2016,3
2419,Liechtenstein,2020,9
2420,Liechtenstein,2024,1
2421,"Life boat naval ship ""Spetsai""-1",1906,7
2422,Linglom,1964,3
2423,Lithuania,1924,13
2424,Lithuania,1928,13
2425,Lithuania,1992,54
2426,Lithuania,1996,81
2427,Lithuania,2000,77
2428,Lithuania,2004,70
2429,Lithuania,2008,78
2430,Lithuania,2012,72
2431,Lithuania,2016,80
2432,Lithuania,2020,59
2433,Lithuania,2024,63
2434,Liverpool Police Team-2,1908,8
2435,Llanoria,1948,5
2436,Llanoria,1952,6
2437,London City Police-1,1908,8
2438,Lotta IV,1948,2
2439,Lotta IV,1952,2
2440,Lucky,1964,2
2441,Lucky Girl-1,1912,5
2442,Lucky Star,1948,2
2443,Lucky Star,1952,2
2444,Lucky Star,2008,1
2445,Ludwigshafener Ruder Verein-1,1900,5
2446,Ludwigshafener Ruderverein,1912,5
2447,Lully II,1936,5
2448,Luxembourg,1900,1
2449,Luxembourg,1912,44
2450,Luxembourg,1920,35
2451,Luxembourg,1924,122
2452,Luxembourg,1928,107
2453,Luxembourg,1932,11
2454,Luxembourg,1936,129
2455,Luxembourg,1948,115
2456,Luxembourg,1952,101
2457,Luxembourg,1956,27
2458,Luxembourg,1960,117
2459,Luxembourg,1964,27
2460,Luxembourg,1968,7
2461,Luxembourg,1972,15
2462,Luxembourg,1976,9
2463,Luxembourg,1980,4
2464,Luxembourg,1984,5
2465,Luxembourg,1988,11
2466,Luxembourg,1992,8
2467,Luxembourg,1996,7
2468,Luxembourg,2000,9
2469,Luxembourg,2004,14
2470,Luxembourg,2008,19
2471,Luxembourg,2012,11
2472,Luxembourg,2016,15
2473,Luxembourg,2020,14
2474,Luxembourg,2024,13
2475,Lyn-2,1920,5
2476,Lynn,1936,5
2477,Ma'Lindo,1960,2
2478,Mac Miche,1912,3
2479,Macedonia,1996,16
2480,Macedonia,2000,15
2481,Macedonia,2004,14
2482,Macedonia,2008,7
2483,Macedonia,2012,4
2484,Macedonia,2016,6
2485,Macky VI,1960,3
2486,Mad Dog,1960,2
2487,Madagascar,1964,4
2488,Madagascar,1968,6
2489,Madagascar,1972,13
2490,Madagascar,1980,18
2491,Madagascar,1984,5
2492,Madagascar,1992,17
2493,Madagascar,1996,14
2494,Madagascar,2000,13
2495,Madagascar,2004,8
2496,Madagascar,2008,6
2497,Madagascar,2012,7
2498,Madagascar,2016,6
2499,Madagascar,2020,6
2500,Madagascar,2024,7
2501,Magda IX,1912,10
2502,Magdalen College Boat Club-1,1908,4
2503,Maid of Lebanon,1960,2
2504,Mainz,1936,1
2505,Malawi,1972,18
2506,Malawi,1984,23
2507,Malawi,1988,22
2508,Malawi,1992,4
2509,Malawi,1996,2
2510,Malawi,2000,2
2511,Malawi,2004,4
2512,Malawi,2008,4
2513,Malawi,2012,3
2514,Malawi,2016,5
2515,Malawi,2020,5
2516,Malawi,2024,3
2517,Malaya,1956,34
2518,Malaya,1960,11
2519,Malaysia,1964,81
2520,Malaysia,1968,35
2521,Malaysia,1972,57
2522,Malaysia,1976,25
2523,Malaysia,1984,27
2524,Malaysia,1988,17
2525,Malaysia,1992,26
2526,Malaysia,1996,39
2527,Malaysia,2000,51
2528,Malaysia,2004,34
2529,Malaysia,2008,38
2530,Malaysia,2012,38
2531,Malaysia,2016,42
2532,Malaysia,2020,47
2533,Malaysia,2024,32
2534,Malaysia-1,1992,2
2535,Malaysia-1,1996,2
2536,Malaysia-1,2000,2
2537,Malaysia-1,2004,2
2538,Malaysia-1,2008,2
2539,Malaysia-2,1992,2
2540,Malaysia-2,1996,2
2541,Malaysia-2,2000,2
2542,Malaysia-2,2004,2
2543,Malaysia-2,2008,2
2544,Maldives,1988,9
2545,Maldives,1992,10
2546,Maldives,1996,9
2547,Maldives,2000,4
2548,Maldives,2004,4
2549,Maldives,2008,4
2550,Maldives,2012,5
2551,Maldives,2016,4
2552,Maldives,2020,4
2553,Maldives,2024,5
2554,Mali,1964,2
2555,Mali,1968,2
2556,Mali,1972,3
2557,Mali,1980,7
2558,Mali,1984,5
2559,Mali,1988,8
2560,Mali,1992,6
2561,Mali,1996,4
2562,Mali,2000,5
2563,Mali,2004,21
2564,Mali,2008,17
2565,Mali,2012,6
2566,Mali,2016,6
2567,Mali,2020,4
2568,Mali,2024,24
2569,Malta,1928,9
2570,Malta,1936,11
2571,Malta,1948,1
2572,Malta,1960,11
2573,Malta,1968,1
2574,Malta,1972,5
2575,Malta,1980,12
2576,Malta,1984,7
2577,Malta,1988,6
2578,Malta,1992,8
2579,Malta,1996,10
2580,Malta,2000,7
2581,Malta,2004,7
2582,Malta,2008,6
2583,Malta,2012,5
2584,Malta,2016,8
2585,Malta,2020,8
2586,Malta,2024,5
2587,Mamie-4,1900,2
2588,Mamie-6,1900,4
2589,Manana,1956,2
2590,Marga-2,1912,6
2591,Margaret,1948,2
2592,Mari,1960,2
2593,Marie-Tim,1952,2
2594,"Marinai della nave da guerra ""Varese""",1906,24
2595,Marmara,1936,2
2596,Marmi II-1,1920,3
2597,Marshall Islands,2008,5
2598,Marshall Islands,2012,4
2599,Marshall Islands,2016,5
2600,Marshall Islands,2020,2
2601,Marshall Islands,2024,4
2602,Marsouin-26,1900,1
2603,Marsouin-8,1900,1
2604,Martha-1,1900,8
2605,Martha-27,1900,4
2606,Maryke,1964,2
2607,Mascaret-28,1900,1
2608,Mascaret-4,1900,2
2609,Mascotte,1900,9
2610,Matrero II,1936,6
2611,Mauritania,1984,2
2612,Mauritania,1988,7
2613,Mauritania,1992,6
2614,Mauritania,1996,4
2615,Mauritania,2000,2
2616,Mauritania,2004,2
2617,Mauritania,2008,2
2618,Mauritania,2012,2
2619,Mauritania,2016,2
2620,Mauritania,2020,2
2621,Mauritania,2024,2
2622,Mauritius,1984,7
2623,Mauritius,1988,11
2624,Mauritius,1992,22
2625,Mauritius,1996,32
2626,Mauritius,2000,26
2627,Mauritius,2004,9
2628,Mauritius,2008,11
2629,Mauritius,2012,11
2630,Mauritius,2016,11
2631,Mauritius,2020,8
2632,Mauritius,2024,12
2633,Mauritius-1,1996,2
2634,Mauritius-2,1996,2
2635,May Be,1936,5
2636,May Be VII,1952,5
2637,May-Be 1960,1960,2
2638,Mebi,1924,3
2639,Merope,1952,2
2640,Merope,1960,2
2641,Merope III,1956,2
2642,Merope III,1960,2
2643,Meteor,1960,2
2644,Mexico,1924,28
2645,Mexico,1928,55
2646,Mexico,1932,100
2647,Mexico,1936,32
2648,Mexico,1948,149
2649,Mexico,1952,85
2650,Mexico,1956,36
2651,Mexico,1960,108
2652,Mexico,1964,118
2653,Mexico,1968,446
2654,Mexico,1972,281
2655,Mexico,1976,137
2656,Mexico,1980,74
2657,Mexico,1984,155
2658,Mexico,1988,144
2659,Mexico,1992,140
2660,Mexico,1996,111
2661,Mexico,2000,98
2662,Mexico,2004,137
2663,Mexico,2008,103
2664,Mexico,2012,119
2665,Mexico,2016,139
2666,Mexico,2020,196
2667,Mexico,2024,155
2668,Micronesia,2024,3
2669,Mignon-29,1900,1
2670,Mignon-3,1900,2
2671,Milwaukee Athletic Club-1,1904,5
2672,"Milwaukee Turnverein, Milwaukee",1904,6
2673,Minerva Amsterdam,1900,17
2674,Minotaur,1960,3
2675,Mirtala,1952,3
2676,Miss Denmark 1964,1964,2
2677,Miss Nippon IV,1964,3
2678,Miss Nippon V,1964,3
2679,Missouri Athletic Club-3,1904,11
2680,Mistral Hojris,2008,1
2681,MitaII,1964,2
2682,Mizar,1960,2
2683,Mohawk Indians-2,1904,12
2684,Moldova,1996,50
2685,Moldova,2000,35
2686,Moldova,2004,33
2687,Moldova,2008,30
2688,Moldova,2012,20
2689,Moldova,2016,23
2690,Moldova,2020,26
2691,Monaco,1920,7
2692,Monaco,1924,9
2693,Monaco,1928,12
2694,Monaco,1932,1
2695,Monaco,1936,11
2696,Monaco,1948,4
2697,Monaco,1952,8
2698,Monaco,1960,10
2699,Monaco,1964,1
2700,Monaco,1968,2
2701,Monaco,1972,5
2702,Monaco,1976,10
2703,Monaco,1984,8
2704,Monaco,1988,9
2705,Monaco,1992,4
2706,Monaco,1996,4
2707,Monaco,2000,4
2708,Monaco,2004,3
2709,Monaco,2008,5
2710,Monaco,2012,6
2711,Monaco,2016,8
2712,Monaco,2020,6
2713,Monaco,2024,6
2714,Mongolia,1964,40
2715,Mongolia,1968,38
2716,Mongolia,1972,44
2717,Mongolia,1976,33
2718,Mongolia,1980,57
2719,Mongolia,1988,32
2720,Mongolia,1992,38
2721,Mongolia,1996,18
2722,Mongolia,2000,23
2723,Mongolia,2004,21
2724,Mongolia,2008,31
2725,Mongolia,2012,32
2726,Mongolia,2016,46
2727,Mongolia,2020,61
2728,Mongolia,2024,48
2729,Monica,1964,3
2730,Montenegro,2008,20
2731,Montenegro,2012,34
2732,Montenegro,2016,35
2733,Montenegro,2020,35
2734,Montenegro,2024,19
2735,Moorina,1948,2
2736,Morena,1948,5
2737,Morocco,1960,111
2738,Morocco,1964,21
2739,Morocco,1968,25
2740,Morocco,1972,39
2741,Morocco,1976,9
2742,Morocco,1984,35
2743,Morocco,1988,29
2744,Morocco,1992,45
2745,Morocco,1996,38
2746,Morocco,2000,55
2747,Morocco,2004,57
2748,Morocco,2008,49
2749,Morocco,2012,67
2750,Morocco,2016,52
2751,Morocco,2020,51
2752,Morocco,2024,63
2753,Moseley Wanderers,1900,15
2754,Mosk II,1920,7
2755,Mouchette-2,1908,10
2756,Mound City Rowing Club-2,1904,4
2757,Mozambique,1980,16
2758,Mozambique,1984,14
2759,Mozambique,1988,12
2760,Mozambique,1992,7
2761,Mozambique,1996,3
2762,Mozambique,2000,4
2763,Mozambique,2004,4
2764,Mozambique,2008,4
2765,Mozambique,2012,6
2766,Mozambique,2016,8
2767,Mozambique,2020,10
2768,Mozambique,2024,7
2769,Mutafo,1964,3
2770,Myanmar,1948,5
2771,Myanmar,1952,5
2772,Myanmar,1956,10
2773,Myanmar,1960,8
2774,Myanmar,1964,12
2775,Myanmar,1968,4
2776,Myanmar,1972,19
2777,Myanmar,1980,2
2778,Myanmar,1984,1
2779,Myanmar,1988,3
2780,Myanmar,1992,5
2781,Myanmar,1996,3
2782,Myanmar,2000,7
2783,Myanmar,2004,2
2784,Myanmar,2008,7
2785,Myanmar,2012,6
2786,Myanmar,2016,8
2787,Myanmar,2020,2
2788,Myanmar,2024,2
2789,Myojo,1936,2
2790,Mystery,1936,5
2791,Mythilus,2008,1
2792,Nadine,2008,1
2793,Naiad,1956,2
2794,Namibia,1992,10
2795,Namibia,1996,10
2796,Namibia,2000,16
2797,Namibia,2004,10
2798,Namibia,2008,11
2799,Namibia,2012,9
2800,Namibia,2016,11
2801,Namibia,2020,11
2802,Namibia,2024,4
2803,Namoussa,1924,5
2804,Nan-2,1900,1
2805,Nauru,1996,3
2806,Nauru,2000,2
2807,Nauru,2004,3
2808,Nauru,2008,1
2809,Nauru,2012,2
2810,Nauru,2016,2
2811,Nauru,2020,2
2812,Nauru,2024,1
2813,Nausikaa 4,1964,2
2814,Nautikos Omilos-3,1906,5
2815,Nepal,1964,6
2816,Nepal,1972,2
2817,Nepal,1976,1
2818,Nepal,1980,10
2819,Nepal,1984,10
2820,Nepal,1988,20
2821,Nepal,1992,2
2822,Nepal,1996,6
2823,Nepal,2000,5
2824,Nepal,2004,6
2825,Nepal,2008,8
2826,Nepal,2012,5
2827,Nepal,2016,7
2828,Nepal,2020,5
2829,Nepal,2024,7
2830,Nephos I,1948,4
2831,Neptun II,1956,3
2832,Netherlands,1900,46
2833,Netherlands,1906,49
2834,Netherlands,1908,214
2835,Netherlands,1912,45
2836,Netherlands,1920,205
2837,Netherlands,1924,243
2838,Netherlands,1928,373
2839,Netherlands,1932,78
2840,Netherlands,1936,219
2841,Netherlands,1948,180
2842,Netherlands,1952,172
2843,Netherlands,1956,1
2844,Netherlands,1960,154
2845,Netherlands,1964,152
2846,Netherlands,1968,140
2847,Netherlands,1972,199
2848,Netherlands,1976,175
2849,Netherlands,1980,112
2850,Netherlands,1984,185
2851,Netherlands,1988,202
2852,Netherlands,1992,257
2853,Netherlands,1996,286
2854,Netherlands,2000,285
2855,Netherlands,2004,264
2856,Netherlands,2008,276
2857,Netherlands,2012,218
2858,Netherlands,2016,321
2859,Netherlands,2020,391
2860,Netherlands,2024,449
2861,Netherlands Antilles,1952,11
2862,Netherlands Antilles,1960,5
2863,Netherlands Antilles,1964,4
2864,Netherlands Antilles,1968,5
2865,Netherlands Antilles,1972,2
2866,Netherlands Antilles,1976,4
2867,Netherlands Antilles,1984,13
2868,Netherlands Antilles,1988,4
2869,Netherlands Antilles,1992,4
2870,Netherlands Antilles,1996,7
2871,Netherlands Antilles,2000,8
2872,Netherlands Antilles,2004,3
2873,Netherlands Antilles,2008,4
2874,Netherlands-1,1996,2
2875,Netherlands-1,2008,2
2876,Netherlands-1,2012,2
2877,Netherlands-1,2016,4
2878,Netherlands-2,1996,2
2879,Netherlands-2,2008,2
2880,Netherlands-2,2012,2
2881,Netherlands-2,2016,4
2882,"New College, Oxford-2",1912,9
2883,New York Athletic Club,1904,5
2884,New York Athletic Club #1-1,1904,4
2885,New York Athletic Club #2-4,1904,4
2886,New York Athletic Club-1,1904,7
2887,New York Athletic Club-4,1904,5
2888,"New York Turnverein, New York",1904,6
2889,New Zealand,1920,6
2890,New Zealand,1924,6
2891,New Zealand,1928,13
2892,New Zealand,1932,29
2893,New Zealand,1936,9
2894,New Zealand,1948,8
2895,New Zealand,1952,20
2896,New Zealand,1956,52
2897,New Zealand,1960,45
2898,New Zealand,1964,86
2899,New Zealand,1968,65
2900,New Zealand,1972,112
2901,New Zealand,1976,98
2902,New Zealand,1980,7
2903,New Zealand,1984,162
2904,New Zealand,1988,112
2905,New Zealand,1992,175
2906,New Zealand,1996,129
2907,New Zealand,2000,177
2908,New Zealand,2004,184
2909,New Zealand,2008,201
2910,New Zealand,2012,204
2911,New Zealand,2016,232
2912,New Zealand,2020,279
2913,New Zealand,2024,253
2914,Newfoundland,1904,1
2915,Nicaragua,1968,16
2916,Nicaragua,1972,10
2917,Nicaragua,1976,25
2918,Nicaragua,1980,6
2919,Nicaragua,1984,5
2920,Nicaragua,1992,9
2921,Nicaragua,1996,28
2922,Nicaragua,2000,6
2923,Nicaragua,2004,6
2924,Nicaragua,2008,7
2925,Nicaragua,2012,6
2926,Nicaragua,2016,5
2927,Nicaragua,2020,8
2928,Nicaragua,2024,7
2929,Niger,1964,1
2930,Niger,1968,2
2931,Niger,1972,4
2932,Niger,1984,4
2933,Niger,1988,6
2934,Niger,1992,3
2935,Niger,1996,3
2936,Niger,2000,4
2937,Niger,2004,4
2938,Niger,2008,4
2939,Niger,2012,6
2940,Niger,2016,6
2941,Niger,2020,7
2942,Niger,2024,7
2943,Nigeria,1952,15
2944,Nigeria,1956,14
2945,Nigeria,1960,15
2946,Nigeria,1964,19
2947,Nigeria,1968,46
2948,Nigeria,1972,36
2949,Nigeria,1980,56
2950,Nigeria,1984,36
2951,Nigeria,1988,82
2952,Nigeria,1992,68
2953,Nigeria,1996,84
2954,Nigeria,2000,96
2955,Nigeria,2004,71
2956,Nigeria,2008,89
2957,Nigeria,2012,58
2958,Nigeria,2016,77
2959,Nigeria,2020,68
2960,Nigeria,2024,103
2961,Nigeria-1,1988,2
2962,Nigeria-1,1992,2
2963,Nigeria-1,2000,2
2964,Nigeria-1,2004,4
2965,Nigeria-2,1988,2
2966,Nigeria-2,1992,2
2967,Nigeria-2,2000,2
2968,Nigeria-2,2004,4
2969,Nikh,1956,2
2970,Nina,1912,7
2971,Nina Claire-2,1900,8
2972,Nina Claire-30,1900,4
2973,Nirefs,1960,3
2974,Nirwana,1952,5
2975,Nokaut II,1960,2
2976,Nora,1948,2
2977,Noreg,1928,4
2978,Norna,1928,4
2979,Nortazo,1948,2
2980,North Borneo,1956,2
2981,North Korea,1972,83
2982,North Korea,1976,40
2983,North Korea,1980,121
2984,North Korea,1992,115
2985,North Korea,1996,32
2986,North Korea,2000,47
2987,North Korea,2004,71
2988,North Korea,2008,66
2989,North Korea,2012,57
2990,North Korea,2016,38
2991,North Korea-1,1992,4
2992,North Korea-1,1996,2
2993,North Korea-2,1992,4
2994,North Korea-2,1996,2
2995,North Macedonia,2020,8
2996,North Macedonia,2024,6
2997,North Yemen,1984,3
2998,North Yemen,1988,8
2999,Norway,1900,29
3000,Norway,1904,5
3001,Norway,1906,55
3002,Norway,1908,89
3003,Norway,1912,210
3004,Norway,1920,208
3005,Norway,1924,95
3006,Norway,1928,71
3007,Norway,1932,8
3008,Norway,1936,70
3009,Norway,1948,87
3010,Norway,1952,179
3011,Norway,1956,23
3012,Norway,1960,42
3013,Norway,1964,35
3014,Norway,1968,86
3015,Norway,1972,161
3016,Norway,1976,79
3017,Norway,1984,132
3018,Norway,1988,79
3019,Norway,1992,114
3020,Norway,1996,116
3021,Norway,2000,111
3022,Norway,2004,52
3023,Norway,2008,98
3024,Norway,2012,69
3025,Norway,2016,77
3026,Norway,2020,112
3027,Norway,2024,128
3028,Norway-1,1912,2
3029,Norway-1,2000,2
3030,Norway-1,2004,4
3031,Norway-1,2008,2
3032,Norway-2,1912,2
3033,Norway-2,1924,2
3034,Norway-2,2000,2
3035,Norway-2,2004,4
3036,Norway-2,2008,2
3037,Norway-3,1912,2
3038,Norwegian Rowing Association,1908,9
3039,"Norwegier Turnverein, Brooklyn",1904,6
3040,Notavel,2008,1
3041,Nrnberg,1936,1
3042,Nurdug II,1912,3
3043,Nykjbings paa Falster,1912,5
3044,Oleander II,1960,3
3045,Oleander XII,1964,3
3046,Olen,1964,3
3047,Olimpia,1960,2
3048,Olle,1900,9
3049,Olympion,1960,2
3050,Oman,1984,22
3051,Oman,1988,13
3052,Oman,1992,5
3053,Oman,1996,5
3054,Oman,2000,8
3055,Oman,2004,2
3056,Oman,2008,4
3057,Oman,2012,3
3058,Oman,2016,4
3059,Oman,2020,5
3060,Oman,2024,4
3061,Omas Helliniki P. S.,1906,8
